city|lat|lng|country|admin|population
Alappuzha|9.494647|76.331108|India|Kerala|176783
Shimla|31.104423|77.166623|India|Himāchal Pradesh|173503
Hindupur|13.828065|77.491425|India|Andhra Pradesh|168312
Bāramūla|34.209004|74.342853|India|Jammu and Kashmīr|167986
Bakshpur|25.894283|80.792104|India|Uttar Pradesh|166480
Dibrugarh|27.479888|94.90837|India|Assam|166366
Saidāpur|27.598784|80.75089|India|Uttar Pradesh|164435
Navsāri|20.85|72.916667|India|Gujarāt|163000
Budaun|28.038114|79.126677|India|Uttar Pradesh|161555
Cuddalore|11.746289|79.764362|India|Tamil Nādu |158569
Harīpur|31.463218|75.986418|India|Punjab|158142
Krishnāpuram|12.869617|79.719469|India|Tamil Nādu |155029
Fyzābād|26.775486|82.150182|India|Uttar Pradesh|153047
Silchar|24.827327|92.797868|India|Assam|152393
Ambāla|30.360993|76.797819|India|Haryāna|146787
Krishnanagar|23.405761|88.490733|India|West Bengal|145926
Kolār|13.137679|78.129989|India|Karnātaka|144625
Kumbakonam|10.959789|79.377472|India|Tamil Nādu |139264
Tiruvannāmalai|12.230204|79.072954|India|Tamil Nādu |138243
Pīlibhīt|28.631245|79.804362|India|Uttar Pradesh|131008
Abohar|30.144533|74.19552|India|Punjab|130603
Port Blair|11.666667|92.75|India|Andaman and Nicobar Islands|127562
Alīpur Duār|26.4835|89.522855|India|West Bengal|127342
Hatīsa|27.592698|78.013843|India|Uttar Pradesh|126882
Vālpārai|10.325163|76.955299|India|Tamil Nādu |114308
Aurangābād|24.752037|84.374202|India|Bihār|95929
Kohima|25.674673|94.110988|India|Nāgāland|92113
Gangtok|27.325739|88.612155|India|Sikkim|77900
Karūr|10.960277|78.076753|India|Tamil Nādu |76915
Jorhāt|26.757509|94.203055|India|Assam|69033
Panaji|15.498289|73.824541|India|Goa|65586
Saidpur|34.318174|74.457093|India|Jammu and Kashmīr|63035
Tezpur|26.633333|92.8|India|Assam|58851
Itanagar|27.102349|93.692047|India|Arunāchal Pradesh|44971
Daman|20.414315|72.83236|India|Damān and Diu|39737
Silvassa|20.273855|72.996728|India|Dādra and Nagar Haveli|27359
Diu|20.715115|70.987952|India|Damān and Diu|23779
Dispur|26.135638|91.800688|India|Assam|16140
Kavaratti|10.566667|72.616667|India|Lakshadweep|10688
Calicut|11.248016|75.780402|India|Kerala|10688
Kagaznāgār|19.331589|79.466051|India|Andhra Pradesh|10688
Jaipur|26.913312|75.787872|India|Rājasthān|10688
Ghandinagar|23.216667|72.683333|India|Gujarāt|10688
Panchkula|30.691512|76.853736|India|Haryāna|10688
